Label,Id,timeset,known,blockriccimaxmod,blockriccifinal,Degree,Weighted.Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality,Symbol,Full.Name,Gene_Name,Description,Gene_Family,AHD.2.0.hormone.annotations,GO.annotations,SideInfo_Update,SideInfo_Label,NodeAnno_Update,Plant.hormone.signal.transduction,Brassinosteroid.biosynthesis,Plant.pathogen.interaction,MAPK.signaling.pathway,Phosphatidylinositol.signaling.system,Basal.transcription.factors,Mismatch.repair,DNA.replication,Nucleotide.excision.repair,RNA.polymerase,Spliceosome,RNA.transport,RNA.degradation,Ribosome,Endocytosis,Protein.processing.in.endoplasmic.reticulum,Ubiquitin.mediated.proteolysis,Fructose.and.mannose.metabolism,Amino.sugar.and.nucleotide.sugar.metabolism,Biosynthesis.of.unsaturated.fatty.acids,alpha.Linolenic.acid.metabolism,Fatty.acid.degradation,Valine..leucine.and.isoleucine.degradation,Peroxisome,Cysteine.and.methionine.metabolism,Pyrimidine.metabolism,Purine.metabolism,Circadian.rhythm,Citrate.cycle,Pyruvate.metabolism,Glycolysis.Gluconeogenesis,Abscisic_acid,Auxin,Brassinosteroid,Cytokinin,Ethylene,Gibberellin,Jasmonic_acid,Salicylic_acid,Transcription_factor,Transporter,Stress,Abiotic_biotic_stimulus
AT1G03630,1648,NA,0,11,411,7,7,11,0.21147,0.241041,2553.280328,0.04374,0.04374,3,0.000471,0,0.190476,4,0.10683,PROTOCHLOROPHYLLIDE OXIDOREDUCTASE C (POR C),PROTOCHLOROPHYLLIDE OXIDOREDUCTASE C (POR C); (PORC),NA,Encodes for a protein with protochlorophyllide oxidoreductase activity. The enzyme is NADPH- and light-dependent.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G03680,2320,NA,0,163,384,1,1,12,0.179077,0.186361,0,1.00E-06,1.00E-06,108,0.000146,0,0,0,0.000899,THIOREDOXIN M-TYPE 1 (THM1),THIOREDOXIN M-TYPE 1 (THM1);ARABIDOPSIS THIOREDOXIN M-TYPE 1 (ATM1);THIOREDOXIN M-TYPE 1 (TRX-M1);ABC TRANSPORTER OF THE MITOCHONDRION 1 (ATM1);THIOREDOXIN M-TYPE 1 (ATHM1),NA,Encodes a m-type thioredoxin (Trx-m1) localized in chloroplast stroma.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G03900,709,NA,0,38,75,6,6,10,0.236743,0.25254,3376.169999,0.000131,0.000131,2,0.000458,0,0,0,0.015972,ATP-BINDING CASSETTE I18 (ABCI18),NON-INTRINSIC ABC PROTEIN 4 (ATNAP4);ATP-BINDING CASSETTE I18 (ABCI18);NON-INTRINSIC ABC PROTEIN 4 (NAP4),ATNAP4,"member of NAP family, an heterogeneous subfamily of the ATP-binding Cassette (ABC) superfamily of membrane transporters. The NAPs proteins are characterized by having only one nucleotide-binding folds (NBFs) domain.",ABC Superfamily,,,Transporter,Transporter,Transporter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G04100,142,NA,0,32,56,11,11,10,0.242256,0.258946,6811.49479,0.000164,0.000164,57,0.000757,0,0.218182,12,0.021355,INDOLEACETIC ACID-INDUCED PROTEIN 10 (IAA10),INDOLEACETIC ACID-INDUCED PROTEIN 10 (IAA10),NA,"Auxin induced gene, IAA10 (IAA10).",NA,,auxin,auxin,auxin,auxin,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
AT1G04240,904,NA,0,32,377,8,8,9,0.23581,0.251943,5671.418067,6.20E-05,6.20E-05,57,0.000588,0,0.142857,4,0.015707,SHORT HYPOCOTYL 2 (SHY2),INDOLE-3-ACETIC ACID INDUCIBLE 3 (IAA3);SHORT HYPOCOTYL 2 (SHY2),NA,"SHY2/IAA3 regulates multiple auxin responses in roots. It is induced rapidly by IAA, and has been shown to be phosphorylated by oat phytochrome A in vitro.",NA,auxin,auxin,auxin,auxin,auxin,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
AT1G04290,1581,NA,0,14,18,1,1,11,0.182143,0.190484,0,2.00E-06,2.00E-06,108,0.000134,0,0,0,0.001255,,,NA,Thioesterase superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G04330,209,NA,0,26,122,4,4,9,0.260052,0.281632,5153.055219,0.000185,0.000185,57,0.000346,0,0,0,0.031362, (PH2), (PH2),NA,A proline/serine rich protein of unknown function. It interacts with defense related MAP kinase MPK6 and others. May be involved in signaling during defense or stress response.,NA,NA,NA,multi,multi,stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G04340,1446,NA,0,11,65,6,6,10,0.240817,0.27164,3327.49467,0.058704,0.058704,3,0.000375,0,0.266667,4,0.146445,,,NA,HR-like lesion-inducing protein-like protein;(source:Araport11),NA,NA,NA,multi,multi,stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G04430,429,NA,0,11,15,1,1,10,0.217565,0.242569,0,0.017268,0.017268,3,0.000115,0,0,0,0.043376,,,NA,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G04930,476,NA,0,3,7,5,5,10,0.243043,0.260817,1204.282157,0.000278,0.000278,73,0.00036,0,0,0,0.026566,,,NA,hydroxyproline-rich glycoprotein family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G05020,1659,NA,0,227,520,1,1,1,1,1,0,0,0,76,0.00038,63,0,0,0.000493,ANTH PROTEIN 180 (AP180), (PICALM6);ANTH PROTEIN 180 (AP180),NA,ENTH/ANTH/VHS superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G05070,1753,NA,0,11,15,3,3,11,0.21458,0.243994,78.73692,0.039443,0.039443,3,0.000217,0,0.333333,1,0.095216,,,NA,"transmembrane protein, putative (DUF1068);(source:Araport11)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G05410,0,NA,0,0,0,9,9,9,0.24043,0.257124,3778.679542,0.000151,0.000151,73,0.000651,0,0,0,0.020499,,,NA,"CDPK adapter, putative (DUF1423);(source:Araport11)",NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G05510,2206,NA,0,18,121,2,2,10,0.237802,0.253391,0,9.00E-05,9.00E-05,44,0.000207,0,1,1,0.014499,OIL BODY-ASSOCIATED PROTEIN 1A (OBAP1A),OIL BODY-ASSOCIATED PROTEIN 1A (OBAP1A),NA,Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.,NA,,,abscisic acid,abscisic acid,abscisic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G05575,85,NA,0,22,42,1,1,12,0.180332,0.192409,0,0.00049,0.00049,19,0.00015,0,0,0,0.004054,,,NA,transmembrane protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G05680,2086,NA,0,155,368,1,1,3,0.5,0.611111,0,0,0,106,0.000266,29,0,0,0.000557,URIDINE DIPHOSPHATE GLYCOSYLTRANSFERASE 74E2 (UGT74E2),URIDINE DIPHOSPHATE GLYCOSYLTRANSFERASE 74E2 (UGT74E2),NA,"Encodes a UDP-glucosyltransferase, UGT74E2,  that acts on IBA (indole-3-butyric acid) and affects auxin homeostasis. The transcript and protein levels of this enzyme are strongly induced by H2O2 and may allow integration of ROS (reactive oxygen species) and auxin signaling. This enzyme can also transfer glycosyl groups to several compounds related to the explosive TNT when this synthetic compound is taken up from the environment.",NA,NA,NA,auxin,auxin,auxin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G05710,840,NA,0,23,77,7,7,9,0.268665,0.292851,10124.38311,0.000429,0.000429,44,0.000506,0,0.047619,1,0.049111,,,NA,basic helix-loop-helix (bHLH) DNA-binding superfamily protein;(source:Araport11),NA,,,Transcription_factor,Transcription_factor,Transcription_factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0
AT1G05785,1085,NA,0,11,65,2,2,11,0.196777,0.214224,28.500538,0.010618,0.010618,3,0.000158,0,0,0,0.026471,,,NA,Got1/Sft2-like vescicle transport protein family;(source:Araport11),NA,NA,NA,protein transport,protein transport,protein transport,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G05860,1222,NA,0,3,427,5,5,10,0.245009,0.263035,1852.840879,0.000267,0.000267,73,0.000356,0,0,0,0.026473,,,NA,INO80 complex subunit D-like protein;(source:Araport11),NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G06110,492,NA,0,13,17,2,2,10,0.196744,0.207349,1758.004907,7.00E-06,7.00E-06,47,0.000251,0,0,0,0.004469,SKP1/ASK-INTERACTING PROTEIN 16 (SKIP16),SKP1/ASK-INTERACTING PROTEIN 16 (SKIP16),NA,SKP1/ASK-interacting protein 16;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G06130,2029,NA,0,16,182,1,1,10,0.224737,0.236957,0,0.000965,0.000965,62,0.000113,0,0,0,0.009066,GLYOXALASE 2-4 (GLX2-4),GLYOXALASE 2-4 (GLX2-4),NA,glyoxalase 2-4;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G06270,2203,NA,0,30,53,2,2,10,0.242256,0.260868,618.158227,0.00015,0.00015,4,0.00019,0,0,0,0.0214,,,NA,Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G06290,2354,NA,0,49,221,1,1,11,0.181742,0.188873,0,3.00E-06,3.00E-06,73,0.000127,0,0,0,0.001436,ACYL-COA OXIDASE 3 (ACX3), (ATACX3);ACYL-COA OXIDASE 3 (ACX3),NA,Encodes an acyl-CoA oxidase with specificity for medium chain fatty acids. The mRNA is cell-to-cell mobile.,NA,NA,NA,fatty acid metabolism,fatty acid metabolism,fatty acid metabolism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G06390,802,NA,0,125,298,5,5,9,0.234654,0.249431,4242.358294,0.001703,0.001703,4,0.000424,0,0.1,1,0.013868,GSK3/SHAGGY-LIKE PROTEIN KINASE 1 (GSK1),GSK3/SHAGGY-LIKE PROTEIN KINASE 1 (GSK1); (ATGSK1);A. THALIANA SHAGGY-LIKE KINASE GROUP 2 3 (ATSK2-3);SHAGGY-LIKE PROTEIN KINASE 22 (SK22);BIN2-LIKE 2 (BIL2);SHAGGY-LIKE PROTEIN KINASE 22 (ATSK22),NA,"encodes a GSK3/shaggy-like protein kinase. Gene expression is induced by NaCl and ABA but not KCl, suggesting that this gene may be involved in response to osmotic stress. This protein can interact with the BZR1 protein involved in brassinosteroid-mediated signaling in a Y2H assay and promotes BZR1 phosphorylation in protoplasts.",NA,NA,NA,abscisic acid,abscisic acid,abscisic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G06450,1246,NA,0,38,75,4,4,10,0.241035,0.258569,2993.621406,0.000138,0.000138,2,0.000337,0,0,0,0.01829,CCR4-ASSOCIATED FACTOR 1G (CAF1G),CCR4-ASSOCIATED FACTOR 1G (CAF1G),NA,Deadenylase.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G06460,889,NA,0,61,274,3,3,10,0.220818,0.235829,62.664163,4.60E-05,4.60E-05,44,0.000245,0,0,0,0.009501,ALPHA-CRYSTALLIN DOMAIN 32.1 (ACD32.1),ALPHA-CRYSTALLIN DOMAIN 31.2 (ACD31.2);ALPHA-CRYSTALLIN DOMAIN 32.1 (ACD32.1),NA,ACD32.1 encodes an alpha-crystallin domain  containing protein with homology to small heat shock proteins.,NA,,,multi,multi,"Stress,Abiotic_biotic_stimulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
AT1G06510,484,NA,0,16,239,10,10,9,0.260194,0.278155,6551.640598,0.000847,0.000847,73,0.000721,0,0,0,0.032053,,,NA,forkhead-associated domain protein;(source:Araport11),NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G06790,2293,NA,0,283,596,1,1,1,1,1,0,0,0,120,0.00038,102,0,0,0.000493,"NUCLEAR RNA POLYMERASE C, SUBUNIT 7 (NRPC7)","NUCLEAR RNA POLYMERASE C, SUBUNIT 7 (NRPC7)",NA,"Encodes a subunit of RNA polymerase III involved in maintaining global RNA homeostasis, not just that of genes transcribed by RNA pol III.",NA,NA,NA,RNA processing,RNA processing,RNA processing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07000,1545,NA,0,9,354,3,3,11,0.21514,0.227905,2432.396338,1.60E-05,1.60E-05,6,0.000326,0,0,0,0.004618,EXOCYST SUBUNIT EXO70 FAMILY PROTEIN B2 (EXO70B2),EXOCYST SUBUNIT EXO70 FAMILY PROTEIN B2 (EXO70B2);EXOCYST SUBUNIT EXO70 FAMILY PROTEIN B2 (ATEXO70B2),NA,"A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree.",NA,NA,NA,protein processing,protein processing,protein processing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07010,1217,NA,0,181,439,1,1,11,0.171849,0.178397,0,1.00E-06,1.00E-06,44,0.000167,0,0,0,7.00E-04,SHEWENELLA-LIKE PROTEIN PHOSPHATASE 1 (SLP1), (ATSLP1);SHEWENELLA-LIKE PROTEIN PHOSPHATASE 1 (SLP1),NA,Calcineurin-like metallo-phosphoesterase superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07140,2374,NA,0,292,606,1,1,1,1,1,0,0,0,127,0.00038,108,0,0,0.000493, (SIRANBP), (SIRANBP),NA,Encodes a putative Ran-binding protein (siRanBP).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07160,2161,NA,0,273,585,1,1,1,1,1,0,0,0,111,0.00038,93,0,0,0.000493,,,NA,Protein phosphatase 2C family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07310,542,NA,0,18,99,3,3,9,0.224589,0.239599,276.733055,5.00E-05,5.00E-05,108,0.000239,0,0,0,0.010484,,,NA,Calcium-dependent lipid-binding (CaLB domain) family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07400,655,NA,0,2,302,8,8,10,0.229655,0.245434,4890.067936,8.10E-05,8.10E-05,28,0.00074,0,0,0,0.012016, (HSP17.8), (HSP17.8),NA,HSP20-like chaperones superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07430,276,NA,0,72,154,1,1,11,0.193358,0.202358,0,1.00E-05,1.00E-05,2,0.000157,0,0,0,0.00151,HIGHLY ABA-INDUCED PP2C GENE 2 (HAI2),HIGHLY ABA-INDUCED PP2C GENE 2 (HAI2);HONSU (KOREAN FOR ABNORMAL DROWSINESS) (HON); (ATAIP1);AKT1 INTERACTING PROTEIN PHOSPHATASE 1 (AIP1),NA,Encodes a member of the group A protein phosphatase 2C (PP2C) family that is responsible for negatively regulating seed dormancy.,NA,,abscisic acid,abscisic acid,abscisic acid,"abscisic acid,MAPK signaling pathway",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07440,158,NA,0,45,89,1,1,12,0.169644,0.175245,0,1.00E-06,1.00E-06,9,0.000144,0,0,0,0.000821,,,NULL,NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11),Miscellaneous Membrane Protein Families,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07450,1478,NA,0,45,89,3,3,11,0.186661,0.194878,0,8.00E-06,8.00E-06,9,0.000314,0,1,3,0.002651,,,NA,NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07740,2527,NA,0,2,8,2,2,10,0.196615,0.205846,54.395025,5.00E-06,5.00E-06,28,0.000225,0,0,0,0.002265,,,NA,Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07840,1426,NA,0,16,404,5,5,9,0.251234,0.267718,4255.05305,0.00167,0.00167,6,0.000361,0,0.2,2,0.023591,,,NA,Sas10/Utp3/C1D family;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07860,1308,NA,0,11,15,4,4,10,0.222936,0.252019,239.223675,0.044818,0.044818,3,0.000267,0,0.166667,1,0.108633,,,NA,Serine/Threonine-kinase RLCKVII protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07890,2278,NA,0,281,594,1,1,1,1,1,0,0,0,118,0.00038,100,0,0,0.000493,ASCORBATE PEROXIDASE 1 (APX1), (ATAPX1); (ATAPX01);ASCORBATE PEROXIDASE 1 (APX1);MATERNAL EFFECT EMBRYO ARREST 6 (MEE6); (CS1),NA,"Encodes a cytosolic ascorbate peroxidase APX1.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress. The mRNA is cell-to-cell mobile.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07930,358,NA,0,81,186,1,1,1,1,1,0,0,0,12,0.00038,7,0,0,0.000493,,,AteEF1A-2,GTP binding Elongation factor Tu family protein;(source:Araport11),Eukaryotic Initiation Factor Gene Family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G07980,1863,NA,0,26,453,1,1,11,0.166169,0.171775,0,0,0,57,0.000173,0,0,0,0.000858,"NUCLEAR FACTOR Y, SUBUNIT C10 (NF-YC10)","NUCLEAR FACTOR Y, SUBUNIT C10 (NF-YC10)",NA,"nuclear factor Y, subunit C10;(source:Araport11)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
